url,page_status,category,page_title,keyword,priority,intent,tracked,source,rationale
/pt/assinar-pdf-sem-imprimir,candidate-new-page,feature,Assinar PDF sem imprimir,assinar pdf sem imprimir e escanear,high,transactional,False,expansion,"Same pain in PT-BR: no printer/scanner, mobile signing."
/pt/assinar-pdf-sem-imprimir,candidate-new-page,feature,Assinar PDF sem imprimir,assinar contrato sem imprimir,medium,transactional,False,expansion,"Same pain in PT-BR: no printer/scanner, mobile signing."
/pt/assinar-pdf-sem-imprimir,candidate-new-page,feature,Assinar PDF sem imprimir,como assinar pdf sem imprimir,high,informational,False,expansion,"Same pain in PT-BR: no printer/scanner, mobile signing."
/es/firmar-pdf-privado-sin-subir-archivos,candidate-new-page,privacy,Firmar PDF privado sin subir archivos,firmar pdf sin subir archivos,high,transactional,False,expansion,Firmalo has strong differentiator: local browser processing. Useful against cloud competitors and AI snippets.
/es/firmar-pdf-privado-sin-subir-archivos,candidate-new-page,privacy,Firmar PDF privado sin subir archivos,firmar pdf privado,medium,transactional,False,expansion,Firmalo has strong differentiator: local browser processing. Useful against cloud competitors and AI snippets.
/es/firmar-pdf-privado-sin-subir-archivos,candidate-new-page,privacy,Firmar PDF privado sin subir archivos,firmar pdf en el navegador,medium,transactional,False,expansion,Firmalo has strong differentiator: local browser processing. Useful against cloud competitors and AI snippets.
/es/firmar-pdf-privado-sin-subir-archivos,candidate-new-page,privacy,Firmar PDF privado sin subir archivos,firmar pdf localmente,medium,transactional,False,expansion,Firmalo has strong differentiator: local browser processing. Useful against cloud competitors and AI snippets.
/es/firmar-pdf-privado-sin-subir-archivos,candidate-new-page,privacy,Firmar PDF privado sin subir archivos,firmar documento sin subirlo a internet,medium,transactional,False,expansion,Firmalo has strong differentiator: local browser processing. Useful against cloud competitors and AI snippets.
/pt/assinar-pdf-privado-sem-upload,candidate-new-page,privacy,Assinar PDF privado sem upload,assinar pdf sem upload,high,transactional,False,expansion,PT SERP competitors use “sem upload”; make it an owned privacy page.
/pt/assinar-pdf-privado-sem-upload,candidate-new-page,privacy,Assinar PDF privado sem upload,assinar pdf privado,medium,transactional,False,expansion,PT SERP competitors use “sem upload”; make it an owned privacy page.
/pt/assinar-pdf-privado-sem-upload,candidate-new-page,privacy,Assinar PDF privado sem upload,assinar pdf no navegador,medium,transactional,False,expansion,PT SERP competitors use “sem upload”; make it an owned privacy page.
/pt/assinar-pdf-privado-sem-upload,candidate-new-page,privacy,Assinar PDF privado sem upload,assinar pdf localmente,medium,transactional,False,expansion,PT SERP competitors use “sem upload”; make it an owned privacy page.
/pt/assinar-pdf-privado-sem-upload,candidate-new-page,privacy,Assinar PDF privado sem upload,assinar documento sem enviar para internet,medium,transactional,False,expansion,PT SERP competitors use “sem upload”; make it an owned privacy page.
/es/firmar-contrato-trabajo-pdf,candidate-new-page,usecase,Firmar contrato de trabajo PDF,firmar contrato de trabajo pdf,high,transactional,False,expansion,High-intent contract use case; natural sibling of rental page.
/es/firmar-contrato-trabajo-pdf,candidate-new-page,usecase,Firmar contrato de trabajo PDF,firmar contrato laboral pdf,high,transactional,False,expansion,High-intent contract use case; natural sibling of rental page.
/es/firmar-contrato-trabajo-pdf,candidate-new-page,usecase,Firmar contrato de trabajo PDF,firmar contrato de trabajo online,medium,transactional,False,expansion,High-intent contract use case; natural sibling of rental page.
/es/firmar-contrato-trabajo-pdf,candidate-new-page,usecase,Firmar contrato de trabajo PDF,firma digital contrato laboral,medium,transactional,False,expansion,High-intent contract use case; natural sibling of rental page.
/pt/assinar-contrato-trabalho-pdf,candidate-new-page,usecase,Assinar contrato de trabalho PDF,assinar contrato de trabalho pdf,high,transactional,False,expansion,Brazil high-intent employment contract use case.
/pt/assinar-contrato-trabalho-pdf,candidate-new-page,usecase,Assinar contrato de trabalho PDF,assinar contrato trabalhista pdf,medium,transactional,False,expansion,Brazil high-intent employment contract use case.
/pt/assinar-contrato-trabalho-pdf,candidate-new-page,usecase,Assinar contrato de trabalho PDF,assinar contrato de trabalho online,medium,transactional,False,expansion,Brazil high-intent employment contract use case.
/pt/assinar-contrato-trabalho-pdf,candidate-new-page,usecase,Assinar contrato de trabalho PDF,assinatura digital contrato de trabalho,medium,transactional,False,expansion,Brazil high-intent employment contract use case.
/es/firmar-autorizacion-pdf,candidate-new-page,usecase,Firmar autorización PDF,firmar autorización pdf,high,transactional,False,expansion,Everyday doc type; likely low competition and conversion-friendly.
/es/firmar-autorizacion-pdf,candidate-new-page,usecase,Firmar autorización PDF,firmar autorizacion online,medium,transactional,False,expansion,Everyday doc type; likely low competition and conversion-friendly.
/es/firmar-autorizacion-pdf,candidate-new-page,usecase,Firmar autorización PDF,firmar carta de autorización pdf,medium,transactional,False,expansion,Everyday doc type; likely low competition and conversion-friendly.
/es/firmar-autorizacion-pdf,candidate-new-page,usecase,Firmar autorización PDF,firmar consentimiento pdf,medium,transactional,False,expansion,Everyday doc type; likely low competition and conversion-friendly.
/pt/assinar-autorizacao-pdf,candidate-new-page,usecase,Assinar autorização PDF,assinar autorização pdf,high,transactional,False,expansion,Everyday doc type in PT-BR.
/pt/assinar-autorizacao-pdf,candidate-new-page,usecase,Assinar autorização PDF,assinar autorização online,medium,transactional,False,expansion,Everyday doc type in PT-BR.
/pt/assinar-autorizacao-pdf,candidate-new-page,usecase,Assinar autorização PDF,assinar carta de autorização pdf,medium,transactional,False,expansion,Everyday doc type in PT-BR.
/pt/assinar-autorizacao-pdf,candidate-new-page,usecase,Assinar autorização PDF,assinar consentimento pdf,medium,transactional,False,expansion,Everyday doc type in PT-BR.
/es/alternativa-ilovepdf-firmar-pdf,candidate-new-page,competitor,Alternativa a iLovePDF para firmar PDF,alternativa a ilovepdf para firmar pdf,high,commercial,False,expansion,iLovePDF appears in ES SERP; comparison pages have commercial intent.
/es/alternativa-ilovepdf-firmar-pdf,candidate-new-page,competitor,Alternativa a iLovePDF para firmar PDF,alternativa ilovepdf gratis,medium,commercial,False,expansion,iLovePDF appears in ES SERP; comparison pages have commercial intent.
/es/alternativa-ilovepdf-firmar-pdf,candidate-new-page,competitor,Alternativa a iLovePDF para firmar PDF,ilovepdf firmar pdf alternativa,medium,commercial,False,expansion,iLovePDF appears in ES SERP; comparison pages have commercial intent.
/es/alternativa-ilovepdf-firmar-pdf,candidate-new-page,competitor,Alternativa a iLovePDF para firmar PDF,ilovepdf sin registro alternativa,medium,commercial,False,expansion,iLovePDF appears in ES SERP; comparison pages have commercial intent.
/pt/alternativa-ilovepdf-assinar-pdf,candidate-new-page,competitor,Alternativa ao iLovePDF para assinar PDF,alternativa ao ilovepdf para assinar pdf,high,commercial,False,expansion,iLovePDF is dominant in PT PDF tooling; commercial comparison page.
/pt/alternativa-ilovepdf-assinar-pdf,candidate-new-page,competitor,Alternativa ao iLovePDF para assinar PDF,alternativa ilovepdf grátis,medium,commercial,False,expansion,iLovePDF is dominant in PT PDF tooling; commercial comparison page.
/pt/alternativa-ilovepdf-assinar-pdf,candidate-new-page,competitor,Alternativa ao iLovePDF para assinar PDF,ilovepdf assinar pdf alternativa,medium,commercial,False,expansion,iLovePDF is dominant in PT PDF tooling; commercial comparison page.
/pt/alternativa-ilovepdf-assinar-pdf,candidate-new-page,competitor,Alternativa ao iLovePDF para assinar PDF,ilovepdf sem cadastro alternativa,medium,commercial,False,expansion,iLovePDF is dominant in PT PDF tooling; commercial comparison page.
/es/alternativa-adobe-acrobat-firmar-pdf,candidate-new-page,competitor,Alternativa a Adobe Acrobat para firmar PDF,alternativa a adobe acrobat para firmar pdf,high,commercial,False,expansion,Adobe ads/organic occupy SERP; privacy/free contrast is clear.
/es/alternativa-adobe-acrobat-firmar-pdf,candidate-new-page,competitor,Alternativa a Adobe Acrobat para firmar PDF,adobe firmar pdf gratis alternativa,medium,commercial,False,expansion,Adobe ads/organic occupy SERP; privacy/free contrast is clear.
/es/alternativa-adobe-acrobat-firmar-pdf,candidate-new-page,competitor,Alternativa a Adobe Acrobat para firmar PDF,alternativa adobe sign gratis,medium,commercial,False,expansion,Adobe ads/organic occupy SERP; privacy/free contrast is clear.
/es/alternativa-adobe-acrobat-firmar-pdf,candidate-new-page,competitor,Alternativa a Adobe Acrobat para firmar PDF,acrobat sign alternativa gratis,medium,commercial,False,expansion,Adobe ads/organic occupy SERP; privacy/free contrast is clear.
/pt/alternativa-adobe-acrobat-assinar-pdf,candidate-new-page,competitor,Alternativa ao Adobe Acrobat para assinar PDF,alternativa ao adobe acrobat para assinar pdf,high,commercial,False,expansion,Same commercial pattern for PT-BR.
/pt/alternativa-adobe-acrobat-assinar-pdf,candidate-new-page,competitor,Alternativa ao Adobe Acrobat para assinar PDF,adobe assinar pdf grátis alternativa,medium,commercial,False,expansion,Same commercial pattern for PT-BR.
/pt/alternativa-adobe-acrobat-assinar-pdf,candidate-new-page,competitor,Alternativa ao Adobe Acrobat para assinar PDF,alternativa adobe sign grátis,medium,commercial,False,expansion,Same commercial pattern for PT-BR.
/pt/alternativa-adobe-acrobat-assinar-pdf,candidate-new-page,competitor,Alternativa ao Adobe Acrobat para assinar PDF,acrobat sign alternativa grátis,medium,commercial,False,expansion,Same commercial pattern for PT-BR.
/es/alternativa-pdf24-firmar-pdf,candidate-new-page,competitor,Alternativa a PDF24 para firmar PDF,alternativa a pdf24 para firmar pdf,medium,commercial,False,expansion,PDF24 appears in ES SERP; comparison page can target lower-competition branded long-tail.
/es/alternativa-pdf24-firmar-pdf,candidate-new-page,competitor,Alternativa a PDF24 para firmar PDF,pdf24 firmar pdf alternativa,medium,commercial,False,expansion,PDF24 appears in ES SERP; comparison page can target lower-competition branded long-tail.
/es/alternativa-pdf24-firmar-pdf,candidate-new-page,competitor,Alternativa a PDF24 para firmar PDF,pdf24 sin registro alternativa,low,commercial,False,expansion,PDF24 appears in ES SERP; comparison page can target lower-competition branded long-tail.
/pt/alternativa-pdf24-assinar-pdf,candidate-new-page,competitor,Alternativa ao PDF24 para assinar PDF,alternativa ao pdf24 para assinar pdf,medium,commercial,False,expansion,PT-BR lower competition branded long-tail.
/pt/alternativa-pdf24-assinar-pdf,candidate-new-page,competitor,Alternativa ao PDF24 para assinar PDF,pdf24 assinar pdf alternativa,medium,commercial,False,expansion,PT-BR lower competition branded long-tail.
/pt/alternativa-pdf24-assinar-pdf,candidate-new-page,competitor,Alternativa ao PDF24 para assinar PDF,pdf24 sem cadastro alternativa,low,commercial,False,expansion,PT-BR lower competition branded long-tail.
/es/firma-electronica-simple,candidate-new-page,legal-info,Firma electrónica simple: qué es y cuándo sirve,firma electrónica simple,high,informational,False,expansion,AI-answerable informational hub; supports internal links to signing tool/use cases.
/es/firma-electronica-simple,candidate-new-page,legal-info,Firma electrónica simple: qué es y cuándo sirve,que es firma electronica simple,high,informational,False,expansion,AI-answerable informational hub; supports internal links to signing tool/use cases.
/es/firma-electronica-simple,candidate-new-page,legal-info,Firma electrónica simple: qué es y cuándo sirve,firma electrónica simple validez legal,medium,informational,False,expansion,AI-answerable informational hub; supports internal links to signing tool/use cases.
/es/firma-electronica-simple,candidate-new-page,legal-info,Firma electrónica simple: qué es y cuándo sirve,firma digital simple pdf,medium,informational,False,expansion,AI-answerable informational hub; supports internal links to signing tool/use cases.
/pt/assinatura-eletronica-simples,candidate-new-page,legal-info,Assinatura eletrônica simples: o que é e quando serve,assinatura eletrônica simples,high,informational,False,expansion,PT informational hub; supports trust and snippets.
/pt/assinatura-eletronica-simples,candidate-new-page,legal-info,Assinatura eletrônica simples: o que é e quando serve,o que é assinatura eletrônica simples,high,informational,False,expansion,PT informational hub; supports trust and snippets.
/pt/assinatura-eletronica-simples,candidate-new-page,legal-info,Assinatura eletrônica simples: o que é e quando serve,assinatura eletrônica simples validade jurídica,medium,informational,False,expansion,PT informational hub; supports trust and snippets.
/pt/assinatura-eletronica-simples,candidate-new-page,legal-info,Assinatura eletrônica simples: o que é e quando serve,assinatura digital simples pdf,medium,informational,False,expansion,PT informational hub; supports trust and snippets.
